annotation_item_id,presentation_order,model,prompt_id,source_id,source,topic,failure_mode,prompt_type,humt_score,condition,source_annotation_id,prompt_translated,response_translated,humt_join_note
PEDU-0427,222,claude_opus_4_8,PEDU-N093,5000001,MathDial,solution_steps,,natural,0.0331927776336664,simple_system_prompt_v1,edu_nat_claude_opus_4_8_093,False,False,
PEDU-0428,386,glm_5_2,PEDU-N093,5000001,MathDial,solution_steps,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_093,False,False,humt_file_missing
PEDU-0429,280,gpt_5_6_sol,PEDU-N093,5000001,MathDial,solution_steps,,natural,0.0379241323471069,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_093,False,False,
PEDU-0430,319,claude_opus_4_8,PEDU-N094,5000067,MathDial,relevant_vs_irrelevant_info,,natural,0.0136759805679318,simple_system_prompt_v1,edu_nat_claude_opus_4_8_094,False,False,
PEDU-0431,190,glm_5_2,PEDU-N094,5000067,MathDial,relevant_vs_irrelevant_info,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_094,False,False,humt_file_missing
PEDU-0432,295,gpt_5_6_sol,PEDU-N094,5000067,MathDial,relevant_vs_irrelevant_info,,natural,-0.0040133261680606,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_094,False,False,
PEDU-0433,221,claude_opus_4_8,PEDU-N095,6165898_51,Bridge,4.6A.Geometric Lines (Review) - 1,,natural,0.0529109835624694,simple_system_prompt_v1,edu_nat_claude_opus_4_8_095,False,False,
PEDU-0434,263,glm_5_2,PEDU-N095,6165898_51,Bridge,4.6A.Geometric Lines (Review) - 1,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_095,False,False,humt_file_missing
PEDU-0435,9,gpt_5_6_sol,PEDU-N095,6165898_51,Bridge,4.6A.Geometric Lines (Review) - 1,,natural,0.0168863582611082,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_095,False,False,
PEDU-0436,311,claude_opus_4_8,PEDU-N096,5000174,MathDial,underlying_concepts,,natural,0.0030852651596067,simple_system_prompt_v1,edu_nat_claude_opus_4_8_096,False,False,
PEDU-0437,255,glm_5_2,PEDU-N096,5000174,MathDial,underlying_concepts,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_096,False,False,humt_file_missing
PEDU-0438,306,gpt_5_6_sol,PEDU-N096,5000174,MathDial,underlying_concepts,,natural,0.0114740777015684,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_096,False,False,
PEDU-0439,232,claude_opus_4_8,PEDU-N097,4110653_19,Bridge,3.6D.Decomposing Figures,,natural,-1.8978118896839646e-05,simple_system_prompt_v1,edu_nat_claude_opus_4_8_097,False,False,
PEDU-0440,49,glm_5_2,PEDU-N097,4110653_19,Bridge,3.6D.Decomposing Figures,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_097,False,False,humt_file_missing
PEDU-0441,405,gpt_5_6_sol,PEDU-N097,4110653_19,Bridge,3.6D.Decomposing Figures,,natural,0.0141752719879155,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_097,False,False,
PEDU-0442,357,claude_opus_4_8,PEDU-N098,5000104,MathDial,underlying_concepts,,natural,0.0372937345504755,simple_system_prompt_v1,edu_nat_claude_opus_4_8_098,False,False,
PEDU-0443,343,glm_5_2,PEDU-N098,5000104,MathDial,underlying_concepts,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_098,False,False,humt_file_missing
PEDU-0444,189,gpt_5_6_sol,PEDU-N098,5000104,MathDial,underlying_concepts,,natural,0.0313994264602666,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_098,False,False,
PEDU-0445,236,claude_opus_4_8,PEDU-N099,6321463_47,Bridge,5.5A.Graphing on a Coordinate Grid,,natural,0.0341882252693173,simple_system_prompt_v1,edu_nat_claude_opus_4_8_099,False,False,
PEDU-0446,73,glm_5_2,PEDU-N099,6321463_47,Bridge,5.5A.Graphing on a Coordinate Grid,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_099,False,False,humt_file_missing
PEDU-0447,390,gpt_5_6_sol,PEDU-N099,6321463_47,Bridge,5.5A.Graphing on a Coordinate Grid,,natural,0.0063129973411557,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_099,False,False,
PEDU-0448,356,claude_opus_4_8,PEDU-N100,2898666_60,Bridge,5.2A.Place Value,,natural,0.0194176030158996,simple_system_prompt_v1,edu_nat_claude_opus_4_8_100,False,False,
PEDU-0449,146,glm_5_2,PEDU-N100,2898666_60,Bridge,5.2A.Place Value,,natural,,simple_system_prompt_v1,edu_nat_glm_5_2_100,False,False,humt_file_missing
PEDU-0450,19,gpt_5_6_sol,PEDU-N100,2898666_60,Bridge,5.2A.Place Value,,natural,0.008138988018036,simple_system_prompt_v1,edu_nat_gpt_5_6_sol_100,False,False,
