annotation_item_id,model,prompt_id,source_id,source_set,topic,failure_mode,humt_score,condition
PMH2-0566,glm,questionID_715,eval_glm,CounselBench-Eval,relationships,,0.0732593965530394,relaxed_system_prompt_v2
PMH2-0567,gpt_5_6_sol,questionID_715,eval_gpt_5_6_sol,CounselBench-Eval,relationships,,0.0129550218582155,relaxed_system_prompt_v2
PMH2-0568,claude_opus_4_8,questionID_717,eval_claude_opus_4_8,CounselBench-Eval,relationships,,0.0449916720390319,relaxed_system_prompt_v2
PMH2-0569,glm,questionID_717,eval_glm,CounselBench-Eval,relationships,,0.0366951608657837,relaxed_system_prompt_v2
PMH2-0570,gpt_5_6_sol,questionID_717,eval_gpt_5_6_sol,CounselBench-Eval,relationships,,0.0594977474212647,relaxed_system_prompt_v2
PMH2-0571,claude_opus_4_8,questionID_727,eval_claude_opus_4_8,CounselBench-Eval,relationships,,0.0737520456314086,relaxed_system_prompt_v2
PMH2-0572,glm,questionID_727,eval_glm,CounselBench-Eval,relationships,,0.0714473748207091,relaxed_system_prompt_v2
PMH2-0573,gpt_5_6_sol,questionID_727,eval_gpt_5_6_sol,CounselBench-Eval,relationships,,0.0563038206100463,relaxed_system_prompt_v2
PMH2-0574,claude_opus_4_8,questionID_732,eval_claude_opus_4_8,CounselBench-Eval,relationships,,0.0642429924011231,relaxed_system_prompt_v2
PMH2-0575,glm,questionID_732,eval_glm,CounselBench-Eval,relationships,,0.0800757598876953,relaxed_system_prompt_v2
PMH2-0576,gpt_5_6_sol,questionID_732,eval_gpt_5_6_sol,CounselBench-Eval,relationships,,0.01377685546875,relaxed_system_prompt_v2
PMH2-0577,claude_opus_4_8,questionID_75,eval_claude_opus_4_8,CounselBench-Eval,depression,,0.0774165129661561,relaxed_system_prompt_v2
PMH2-0578,glm,questionID_75,eval_glm,CounselBench-Eval,depression,,0.0731486725807188,relaxed_system_prompt_v2
PMH2-0579,gpt_5_6_sol,questionID_75,eval_gpt_5_6_sol,CounselBench-Eval,depression,,0.0513247299194334,relaxed_system_prompt_v2
PMH2-0580,claude_opus_4_8,questionID_754,eval_claude_opus_4_8,CounselBench-Eval,relationships,,0.0490145397186276,relaxed_system_prompt_v2
PMH2-0581,glm,questionID_754,eval_glm,CounselBench-Eval,relationships,,0.0597273325920104,relaxed_system_prompt_v2
PMH2-0582,gpt_5_6_sol,questionID_754,eval_gpt_5_6_sol,CounselBench-Eval,relationships,,0.0604362106323241,relaxed_system_prompt_v2
PMH2-0583,claude_opus_4_8,questionID_76,eval_claude_opus_4_8,CounselBench-Eval,depression,,0.0745855569839477,relaxed_system_prompt_v2
PMH2-0584,glm,questionID_76,eval_glm,CounselBench-Eval,depression,,0.0767645525932314,relaxed_system_prompt_v2
PMH2-0585,gpt_5_6_sol,questionID_76,eval_gpt_5_6_sol,CounselBench-Eval,depression,,0.0415936136245722,relaxed_system_prompt_v2
PMH2-0586,claude_opus_4_8,questionID_859,eval_claude_opus_4_8,CounselBench-Eval,behavioral-change,,0.0302966284751891,relaxed_system_prompt_v2
PMH2-0587,glm,questionID_859,eval_glm,CounselBench-Eval,behavioral-change,,-0.013518874645233,relaxed_system_prompt_v2
PMH2-0588,gpt_5_6_sol,questionID_859,eval_gpt_5_6_sol,CounselBench-Eval,behavioral-change,,-0.0116868162155148,relaxed_system_prompt_v2
PMH2-0589,claude_opus_4_8,questionID_862,eval_claude_opus_4_8,CounselBench-Eval,behavioral-change,,0.0518871879577638,relaxed_system_prompt_v2
PMH2-0590,glm,questionID_862,eval_glm,CounselBench-Eval,behavioral-change,,0.0620683717727663,relaxed_system_prompt_v2
PMH2-0591,gpt_5_6_sol,questionID_862,eval_gpt_5_6_sol,CounselBench-Eval,behavioral-change,,0.0673532772064211,relaxed_system_prompt_v2
PMH2-0592,claude_opus_4_8,questionID_872,eval_claude_opus_4_8,CounselBench-Eval,behavioral-change,,0.0424410247802731,relaxed_system_prompt_v2
PMH2-0593,glm,questionID_872,eval_glm,CounselBench-Eval,behavioral-change,,0.0685088491439813,relaxed_system_prompt_v2
PMH2-0594,gpt_5_6_sol,questionID_872,eval_gpt_5_6_sol,CounselBench-Eval,behavioral-change,,0.027967343330383,relaxed_system_prompt_v2
PMH2-0595,claude_opus_4_8,questionID_876,eval_claude_opus_4_8,CounselBench-Eval,behavioral-change,,0.0641043567657471,relaxed_system_prompt_v2
PMH2-0596,glm,questionID_876,eval_glm,CounselBench-Eval,behavioral-change,,0.0712831377983089,relaxed_system_prompt_v2
PMH2-0597,gpt_5_6_sol,questionID_876,eval_gpt_5_6_sol,CounselBench-Eval,behavioral-change,,0.0530403804779053,relaxed_system_prompt_v2
PMH2-0598,claude_opus_4_8,questionID_877,eval_claude_opus_4_8,CounselBench-Eval,behavioral-change,,0.0955825042724609,relaxed_system_prompt_v2
PMH2-0599,glm,questionID_877,eval_glm,CounselBench-Eval,behavioral-change,,0.0558347368240355,relaxed_system_prompt_v2
PMH2-0600,gpt_5_6_sol,questionID_877,eval_gpt_5_6_sol,CounselBench-Eval,behavioral-change,,0.0429478931427,relaxed_system_prompt_v2
PMH2-0601,claude_opus_4_8,questionID_884,eval_claude_opus_4_8,CounselBench-Eval,legal-regulatory,,0.0601053977012631,relaxed_system_prompt_v2
PMH2-0602,glm,questionID_884,eval_glm,CounselBench-Eval,legal-regulatory,,0.0210261392593382,relaxed_system_prompt_v2
PMH2-0603,gpt_5_6_sol,questionID_884,eval_gpt_5_6_sol,CounselBench-Eval,legal-regulatory,,0.0604958629608152,relaxed_system_prompt_v2
PMH2-0604,claude_opus_4_8,questionID_885,eval_claude_opus_4_8,CounselBench-Eval,legal-regulatory,,0.0475419020652769,relaxed_system_prompt_v2
PMH2-0605,glm,questionID_885,eval_glm,CounselBench-Eval,legal-regulatory,,0.0550524091720578,relaxed_system_prompt_v2
PMH2-0606,gpt_5_6_sol,questionID_885,eval_gpt_5_6_sol,CounselBench-Eval,legal-regulatory,,0.0545098829269408,relaxed_system_prompt_v2
PMH2-0607,claude_opus_4_8,questionID_886,eval_claude_opus_4_8,CounselBench-Eval,legal-regulatory,,0.0832268095016486,relaxed_system_prompt_v2
PMH2-0608,glm,questionID_886,eval_glm,CounselBench-Eval,legal-regulatory,,0.0869670081138611,relaxed_system_prompt_v2
PMH2-0609,gpt_5_6_sol,questionID_886,eval_gpt_5_6_sol,CounselBench-Eval,legal-regulatory,,0.0528040409088133,relaxed_system_prompt_v2
PMH2-0610,claude_opus_4_8,questionID_887,eval_claude_opus_4_8,CounselBench-Eval,legal-regulatory,,0.0854665398597722,relaxed_system_prompt_v2
PMH2-0611,glm,questionID_887,eval_glm,CounselBench-Eval,legal-regulatory,,0.0666765880584714,relaxed_system_prompt_v2
PMH2-0612,gpt_5_6_sol,questionID_887,eval_gpt_5_6_sol,CounselBench-Eval,legal-regulatory,,0.0243397092819215,relaxed_system_prompt_v2
PMH2-0613,claude_opus_4_8,questionID_892,eval_claude_opus_4_8,CounselBench-Eval,legal-regulatory,,0.0507778239250185,relaxed_system_prompt_v2
PMH2-0614,glm,questionID_892,eval_glm,CounselBench-Eval,legal-regulatory,,0.0738459730148317,relaxed_system_prompt_v2
PMH2-0615,gpt_5_6_sol,questionID_892,eval_gpt_5_6_sol,CounselBench-Eval,legal-regulatory,,0.0483711671829221,relaxed_system_prompt_v2
PMH2-0616,claude_opus_4_8,questionID_895,eval_claude_opus_4_8,CounselBench-Eval,professional-ethics,,0.0339898633956909,relaxed_system_prompt_v2
PMH2-0617,glm,questionID_895,eval_glm,CounselBench-Eval,professional-ethics,,0.042070293426514,relaxed_system_prompt_v2
PMH2-0618,gpt_5_6_sol,questionID_895,eval_gpt_5_6_sol,CounselBench-Eval,professional-ethics,,0.0269129419326779,relaxed_system_prompt_v2
PMH2-0619,claude_opus_4_8,questionID_896,eval_claude_opus_4_8,CounselBench-Eval,professional-ethics,,0.0872831249237062,relaxed_system_prompt_v2
PMH2-0620,glm,questionID_896,eval_glm,CounselBench-Eval,professional-ethics,,0.0785077452659606,relaxed_system_prompt_v2
PMH2-0621,gpt_5_6_sol,questionID_896,eval_gpt_5_6_sol,CounselBench-Eval,professional-ethics,,0.0896892356872562,relaxed_system_prompt_v2
PMH2-0622,claude_opus_4_8,questionID_897,eval_claude_opus_4_8,CounselBench-Eval,professional-ethics,,0.0636032605171204,relaxed_system_prompt_v2
PMH2-0623,glm,questionID_897,eval_glm,CounselBench-Eval,professional-ethics,,0.0589083528518679,relaxed_system_prompt_v2
PMH2-0624,gpt_5_6_sol,questionID_897,eval_gpt_5_6_sol,CounselBench-Eval,professional-ethics,,0.056051750183105,relaxed_system_prompt_v2
PMH2-0625,claude_opus_4_8,questionID_898,eval_claude_opus_4_8,CounselBench-Eval,professional-ethics,,0.0509453105926516,relaxed_system_prompt_v2
PMH2-0626,glm,questionID_898,eval_glm,CounselBench-Eval,professional-ethics,,0.0558427429199221,relaxed_system_prompt_v2
PMH2-0627,gpt_5_6_sol,questionID_898,eval_gpt_5_6_sol,CounselBench-Eval,professional-ethics,,0.0635504865646359,relaxed_system_prompt_v2
PMH2-0628,claude_opus_4_8,questionID_901,eval_claude_opus_4_8,CounselBench-Eval,professional-ethics,,0.0548604345321654,relaxed_system_prompt_v2
PMH2-0629,glm,questionID_901,eval_glm,CounselBench-Eval,professional-ethics,,0.0613775563240053,relaxed_system_prompt_v2
PMH2-0630,gpt_5_6_sol,questionID_901,eval_gpt_5_6_sol,CounselBench-Eval,professional-ethics,,0.0748644447326656,relaxed_system_prompt_v2
PMH2-0631,claude_opus_4_8,questionID_913,eval_claude_opus_4_8,CounselBench-Eval,social-relationships,,0.0438767910003665,relaxed_system_prompt_v2
PMH2-0632,glm,questionID_913,eval_glm,CounselBench-Eval,social-relationships,,0.0582669401168827,relaxed_system_prompt_v2
PMH2-0633,gpt_5_6_sol,questionID_913,eval_gpt_5_6_sol,CounselBench-Eval,social-relationships,,0.0470755004882805,relaxed_system_prompt_v2
PMH2-0634,claude_opus_4_8,questionID_914,eval_claude_opus_4_8,CounselBench-Eval,social-relationships,,0.0518529987335201,relaxed_system_prompt_v2
PMH2-0635,glm,questionID_914,eval_glm,CounselBench-Eval,social-relationships,,0.0377720212936401,relaxed_system_prompt_v2
PMH2-0636,gpt_5_6_sol,questionID_914,eval_gpt_5_6_sol,CounselBench-Eval,social-relationships,,0.0220127344131473,relaxed_system_prompt_v2
PMH2-0637,claude_opus_4_8,questionID_917,eval_claude_opus_4_8,CounselBench-Eval,social-relationships,,0.0386679863929746,relaxed_system_prompt_v2
PMH2-0638,glm,questionID_917,eval_glm,CounselBench-Eval,social-relationships,,0.089983954429627,relaxed_system_prompt_v2
PMH2-0639,gpt_5_6_sol,questionID_917,eval_gpt_5_6_sol,CounselBench-Eval,social-relationships,,0.0666310882568357,relaxed_system_prompt_v2
PMH2-0640,claude_opus_4_8,questionID_921,eval_claude_opus_4_8,CounselBench-Eval,social-relationships,,0.0499130964279181,relaxed_system_prompt_v2
PMH2-0641,glm,questionID_921,eval_glm,CounselBench-Eval,social-relationships,,0.0345724081993101,relaxed_system_prompt_v2
PMH2-0642,gpt_5_6_sol,questionID_921,eval_gpt_5_6_sol,CounselBench-Eval,social-relationships,,0.021271433830261,relaxed_system_prompt_v2
PMH2-0643,claude_opus_4_8,questionID_924,eval_claude_opus_4_8,CounselBench-Eval,social-relationships,,0.0536614894866942,relaxed_system_prompt_v2
PMH2-0644,glm,questionID_924,eval_glm,CounselBench-Eval,social-relationships,,0.0616822242736816,relaxed_system_prompt_v2
PMH2-0645,gpt_5_6_sol,questionID_924,eval_gpt_5_6_sol,CounselBench-Eval,social-relationships,,0.0433514213562018,relaxed_system_prompt_v2
PMH2-0646,claude_opus_4_8,questionID_933,eval_claude_opus_4_8,CounselBench-Eval,counseling-fundamentals,,0.027929983139038,relaxed_system_prompt_v2
PMH2-0647,glm,questionID_933,eval_glm,CounselBench-Eval,counseling-fundamentals,,0.0324448084831239,relaxed_system_prompt_v2
PMH2-0648,gpt_5_6_sol,questionID_933,eval_gpt_5_6_sol,CounselBench-Eval,counseling-fundamentals,,0.0137820625305176,relaxed_system_prompt_v2
PMH2-0649,claude_opus_4_8,questionID_935,eval_claude_opus_4_8,CounselBench-Eval,counseling-fundamentals,,0.0272199845314022,relaxed_system_prompt_v2
PMH2-0650,glm,questionID_935,eval_glm,CounselBench-Eval,counseling-fundamentals,,0.0727194929122925,relaxed_system_prompt_v2
PMH2-0651,gpt_5_6_sol,questionID_935,eval_gpt_5_6_sol,CounselBench-Eval,counseling-fundamentals,,0.0466445422172547,relaxed_system_prompt_v2
PMH2-0652,claude_opus_4_8,questionID_936,eval_claude_opus_4_8,CounselBench-Eval,counseling-fundamentals,,0.0024214863777163,relaxed_system_prompt_v2
PMH2-0653,glm,questionID_936,eval_glm,CounselBench-Eval,counseling-fundamentals,,0.0259155774116512,relaxed_system_prompt_v2
PMH2-0654,gpt_5_6_sol,questionID_936,eval_gpt_5_6_sol,CounselBench-Eval,counseling-fundamentals,,0.0166178035736077,relaxed_system_prompt_v2
PMH2-0655,claude_opus_4_8,questionID_938,eval_claude_opus_4_8,CounselBench-Eval,counseling-fundamentals,,0.0220158386230471,relaxed_system_prompt_v2
PMH2-0656,glm,questionID_938,eval_glm,CounselBench-Eval,counseling-fundamentals,,0.0234012198448185,relaxed_system_prompt_v2
PMH2-0657,gpt_5_6_sol,questionID_938,eval_gpt_5_6_sol,CounselBench-Eval,counseling-fundamentals,,0.018295035362243,relaxed_system_prompt_v2
PMH2-0658,claude_opus_4_8,questionID_939,eval_claude_opus_4_8,CounselBench-Eval,counseling-fundamentals,,0.046149296760559,relaxed_system_prompt_v2
PMH2-0659,glm,questionID_939,eval_glm,CounselBench-Eval,counseling-fundamentals,,0.0516053318977354,relaxed_system_prompt_v2
PMH2-0660,gpt_5_6_sol,questionID_939,eval_gpt_5_6_sol,CounselBench-Eval,counseling-fundamentals,,0.0386398935317995,relaxed_system_prompt_v2
